2023-11-07 15:50:34.326 INFO  (searcherExecutor-13-thread-1-processing-articles) [ x:articles] o.a.s.c.QuerySenderListener QuerySenderListener done.
2023-11-07 15:50:34.327 INFO  (searcherExecutor-13-thread-1-processing-articles) [ x:articles] o.a.s.h.c.SpellCheckComponent Loading spell index for spellchecker: default
2023-11-07 15:50:34.335 INFO  (searcherExecutor-13-thread-1-processing-articles) [ x:articles] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2023-11-07 15:50:35.379 INFO  (qtp693267461-28) [ x:articles t:null-2] o.a.s.c.S.Request webapp=/solr path=/schema/fields params={} status=0 QTime=33
2023-11-07 15:50:44.741 WARN  (qtp693267461-29) [ x:articles t:null-3] o.a.s.D.s.TrieDateField Solr loaded a deprecated plugin/analysis class [solr.TrieDateField]. Please consult documentation how to replace it accordingly.
2023-11-07 15:50:57.334 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.s.ManagedIndexSchema Upgraded to managed schema at /var/solr/data/articles/conf/managed-schema.xml
2023-11-07 15:50:57.397 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.c.SolrConfig Using Lucene MatchVersion: 9.8.0
2023-11-07 15:50:57.437 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.s.IndexSchema Schema name=default-config
2023-11-07 15:50:58.522 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.s.IndexSchema Loaded schema default-config/1.6 with uniqueid field id
2023-11-07 15:50:58.523 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.c.CoreContainer Reloading SolrCore 'articles' using configuration from instancedir /var/solr/data/articles
2023-11-07 15:50:58.637 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.c.SolrCore Opening new SolrCore at [/var/solr/data/articles], dataDir=[/var/solr/data/articles/data/]
2023-11-07 15:50:58.770 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.u.CommitTracker Hard AutoCommit: if uncommitted for 15000ms; 
2023-11-07 15:50:58.770 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.u.CommitTracker Soft AutoCommit: if uncommitted for 3000ms; 
2023-11-07 15:50:58.792 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.r.ManagedResourceStorage File-based storage initialized to use dir: /var/solr/data/articles/conf
2023-11-07 15:50:58.797 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.s.DirectSolrSpellChecker init: {name=default, field=_text_, classname=solr.DirectSolrSpellChecker, distanceMeasure=internal, maxEdits=2, minPrefix=1, maxInspections=5, minQueryLength=4, accuracy=0.5, maxQueryFrequency=0.01}
2023-11-07 15:50:58.799 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.h.ReplicationHandler Commits will be reserved for 10000 ms
2023-11-07 15:50:58.801 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.u.UpdateLog Could not find max version in index or recent updates, using new clock 1781920965644517376
2023-11-07 15:50:58.804 INFO  (searcherExecutor-19-thread-1-processing-articles null-3) [ x:articles t:null-3] o.a.s.c.QuerySenderListener QuerySenderListener done.
2023-11-07 15:50:58.804 INFO  (searcherExecutor-19-thread-1-processing-articles null-3) [ x:articles t:null-3] o.a.s.h.c.SpellCheckComponent Loading spell index for spellchecker: default
2023-11-07 15:50:58.824 INFO  (searcherExecutor-19-thread-1-processing-articles null-3) [ x:articles t:null-3] o.a.s.c.SolrCore Registered new searcher autowarm time: 0 ms
2023-11-07 15:50:58.934 INFO  (qtp693267461-29) [ x:articles t:null-3] o.a.s.u.DefaultSolrCoreState New IndexWriter is ready to be used.
2023-11-07 15:50:58.940 INFO  (qtp693267461-29) [ t:null-3] o.a.s.c.S.Request webapp=/solr path=/schema params={} status=0 QTime=15696
2023-11-07 15:50:58.941 INFO  (qtp693267461-29) [ t:null-3] o.a.s.c.SolrCore CLOSING SolrCore org.apache.solr.core.SolrCore@64f13e53 articles
2023-11-07 15:50:58.942 INFO  (qtp693267461-29) [ t:null-3] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.core.articles tag=SolrCore@64f13e53
2023-11-07 15:50:58.951 INFO  (searcherExecutor-19-thread-1-processing-articles null-3) [ x:articles t:null-3] o.a.s.c.QuerySenderListener QuerySenderListener done.
2023-11-07 15:50:58.962 INFO  (searcherExecutor-19-thread-1-processing-articles null-3) [ x:articles t:null-3] o.a.s.c.SolrCore Registered new searcher autowarm time: 12 ms
2023-11-07 15:51:04.786 INFO  (qtp693267461-51) [ x:articles t:null-4] o.a.s.c.S.Request webapp=/solr path=/schema/fields params={} status=0 QTime=1
2023-11-07 15:51:14.340 INFO  (JettyShutdownThread) [] o.e.j.s.Server Stopped Server@2c3dec30{STOPPING}[10.0.17,sto=0]
2023-11-07 15:51:14.352 INFO  (JettyShutdownThread) [] o.e.j.s.AbstractConnector Stopped ServerConnector@618c5d94{HTTP/1.1, (http/1.1, h2c)}{0.0.0.0:8983}
2023-11-07 15:51:14.365 INFO  (JettyShutdownThread) [] o.a.s.c.CoreContainer Shutting down CoreContainer instance=934617920
2023-11-07 15:51:14.370 INFO  (coreCloseExecutor-24-thread-1) [ x:articles] o.a.s.c.SolrCore CLOSING SolrCore org.apache.solr.core.SolrCore@4af06ddd articles
2023-11-07 15:51:14.370 INFO  (coreCloseExecutor-24-thread-1) [ x:articles] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.core.articles tag=SolrCore@4af06ddd
2023-11-07 15:51:14.393 INFO  (coreCloseExecutor-24-thread-1) [ x:articles] o.a.s.u.DirectUpdateHandler2 Committing on IndexWriter.close()  ... SKIPPED (unnecessary).
2023-11-07 15:51:14.438 INFO  (JettyShutdownThread) [] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.node tag=null
2023-11-07 15:51:14.455 INFO  (JettyShutdownThread) [] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.jvm tag=null
2023-11-07 15:51:14.464 INFO  (JettyShutdownThread) [] o.a.s.m.SolrMetricManager Closing metric reporters for registry=solr.jetty tag=null
2023-11-07 15:51:14.482 INFO  (JettyShutdownThread) [] o.e.j.s.h.ContextHandler Stopped o.e.j.w.WebAppContext@1df98368{solr-jetty-context.xml,/solr,null,STOPPED}{/opt/solr-9.4.0/server/solr-webapp/webapp}
